sale_id,date_key,customer_key,product_key,store_key,employee_key,quantity,sales
32372,337,1979,1667,828,1296,8,3866.99
32373,379,1282,477,34,383,3,2632.51
32374,1672,1617,1109,156,776,6,533.24
32375,1108,148,1042,15,278,7,4199.06
32376,450,795,1147,997,913,9,4676.77
32377,431,121,152,1020,270,9,2855.62
32378,1052,1106,35,180,1289,4,2113.91
32379,285,948,434,283,452,8,1124.56
32380,82,1642,209,498,310,1,2648.76
32381,293,1645,1459,1053,859,6,87.23
32382,1200,1019,462,53,560,3,1803.2
32383,1541,644,1189,587,833,6,3192.67
32384,533,1839,1100,165,132,3,3777.05
32385,354,1210,142,624,996,8,3713.97
32386,1167,1045,1600,181,990,4,1923.7
32387,400,1641,1557,1113,508,1,1808.09
32388,900,1328,966,859,96,7,1582.06
32389,721,1483,1068,455,1035,3,1759.71
32390,681,1260,1131,293,132,4,4061.07
32391,305,1641,1116,547,1067,5,618.65
32392,301,1574,1374,484,481,5,328.47
32393,821,751,1605,219,423,9,4441.86
32394,510,26,909,51,622,3,2320.78
32395,1001,987,536,503,196,9,2679.04
32396,1551,267,1239,196,751,3,1107.49
32397,456,483,446,638,699,8,2115.22
32398,171,862,1655,890,1215,7,2706.32
32399,1792,1380,592,190,746,1,262.9
32400,1721,728,1393,105,566,6,4898.86
32401,678,1100,866,436,1315,8,4514.27
32402,1173,613,1727,309,311,7,3492.87
32403,775,837,1488,165,1180,6,3550.02
32404,1466,1244,308,376,864,2,1321.35
32405,957,275,1106,203,338,3,2957.88
32406,1716,1296,1342,964,1034,2,3712.4
32407,643,1951,1709,933,1403,8,4274.61
32408,1171,1021,1584,849,1460,4,2560.84
32409,714,1989,1745,689,863,1,4962.56
32410,1109,393,1333,978,942,6,2190.98
32411,1334,1567,189,805,1379,9,602.42
32412,457,890,1637,53,636,6,1612.13
32413,563,1606,433,209,1189,7,881.55
32414,1020,1920,1092,1190,48,8,4665.31
32415,1040,1571,1266,735,607,5,1585.53
32416,1802,1658,136,964,296,9,2676.96
32417,812,1243,81,885,1108,3,3780.48
32418,897,1814,1487,575,755,4,3652.41
32419,1821,112,1569,836,1184,4,2658.24
32420,1340,1528,294,143,994,10,3711.64
32421,819,987,564,941,85,2,2887.33
32422,1078,415,407,849,664,9,4821.89
32423,1423,1025,1247,486,1407,10,101.45
32424,657,1476,312,1028,660,2,962.27
32425,873,1488,499,165,116,10,4922.95
32426,550,972,1246,121,1013,4,4548.88
32427,1018,497,975,892,734,8,4375.83
32428,449,730,1658,393,821,7,3653.83
32429,538,1838,1247,245,909,3,2034.63
32430,1666,477,1418,126,764,10,4917.37
32431,1652,64,1085,913,234,6,151.63
32432,1563,1414,788,574,1310,10,4944.29
32433,635,743,636,351,865,9,418.2
32434,645,229,39,471,32,5,1845.59
32435,1765,837,429,157,1394,9,4135.34
32436,1439,1162,431,876,580,7,4719.66
32437,313,465,606,399,1,4,603.61
32438,140,1579,1077,1162,454,9,2017.38
32439,789,254,1757,678,977,9,409.11
32440,86,50,793,204,1029,10,378.19
32441,8,823,1457,795,1365,1,2614.15
32442,1794,1543,1246,929,785,3,2082.55
32443,408,1804,1413,871,358,4,2059.02
32444,1233,449,1705,887,984,2,3371.1
32445,856,1455,6,256,1179,1,1238.75
32446,327,566,793,351,67,8,3711.11
32447,859,550,294,471,1349,2,3446.34
32448,1635,1938,583,1113,1008,4,134.37
32449,657,1968,1163,155,975,1,2328.21
32450,667,378,1388,827,591,5,3186.16
32451,886,94,1548,186,606,8,2267.13
32452,380,791,751,584,1092,7,4179.27
32453,347,334,1439,1150,247,6,2843.08
32454,438,800,1435,998,1155,5,2163.25
32455,526,1346,1361,925,595,8,4756.41
32456,620,407,98,504,1034,10,2314.57
32457,1159,1821,22,255,335,9,1214.74
32458,770,299,1642,660,497,10,798.09
32459,679,927,773,1164,1493,8,2015.31
32460,796,1700,1297,631,147,10,4881.22
32461,579,209,876,905,1291,6,4352.82
32462,225,1480,1745,1191,172,8,3291.0
32463,578,1031,239,989,446,4,3032.47
32464,1071,86,1453,432,537,4,1510.62
32465,1162,1236,319,944,972,7,4278.3
32466,96,914,1546,5,260,8,1222.08
32467,1196,54,178,386,554,3,2868.64
32468,1426,863,310,654,508,9,2497.45
32469,1614,1374,269,164,893,8,4965.78
32470,1101,1683,1438,1022,1309,10,642.17
32471,1690,108,1675,98,411,7,458.62
32472,870,617,1200,206,919,1,615.93
32473,81,595,1792,755,387,2,3500.1
32474,1751,1944,204,403,168,9,4847.18
32475,946,1174,382,1171,139,2,3121.51
32476,558,1574,1645,750,1368,1,2787.85
32477,1791,1909,404,83,988,7,535.84
32478,1708,1497,1565,445,898,7,1194.17
32479,262,1845,1178,502,492,10,340.23
32480,940,1570,911,943,531,2,4113.28
32481,890,505,1614,147,1420,9,3223.37
32482,621,774,1557,294,446,1,4301.87
32483,436,131,1065,30,904,9,3282.55
32484,1414,543,1280,227,1282,5,2785.12
32485,1013,1077,328,1163,953,2,3651.4
32486,1807,40,382,929,408,10,4725.18
32487,1357,300,135,920,956,9,2043.5
32488,150,77,450,914,1267,4,4056.14
32489,173,430,808,1023,16,10,3263.38
32490,1596,641,1197,1151,23,5,4716.02
32491,155,1962,142,114,578,7,3488.81
32492,961,1555,1131,1152,1147,4,1668.92
32493,118,643,41,1175,958,4,4186.21
32494,1406,582,169,1027,599,2,2611.03
32495,879,1740,1564,1050,1151,5,2062.27
32496,621,1207,286,675,1143,5,3462.28
32497,320,1119,1530,116,1143,10,1269.87
32498,1531,235,1320,586,687,10,2704.91
32499,1084,1243,257,236,1183,6,4841.93
32500,530,178,142,1041,550,2,2292.27
32501,1493,853,1014,459,588,2,4215.34
32502,1614,12,371,766,1390,8,4685.21
32503,1531,323,1068,767,1189,2,4072.32
32504,1002,558,1527,479,763,4,3932.77
32505,1701,530,1786,1167,618,1,2324.82
32506,730,202,1102,682,1208,8,3356.57
32507,505,1954,493,783,1217,3,2930.55
32508,63,1917,1192,739,1387,3,2413.33
32509,1245,530,246,1087,713,6,2263.31
32510,1175,586,1378,646,1413,10,303.06
32511,1386,1538,911,146,1271,7,179.79
32512,643,708,801,290,497,9,3878.52
32513,683,170,1319,284,891,1,2803.54
32514,624,864,366,335,198,6,1966.5
32515,645,267,1179,428,287,7,2736.56
32516,80,1561,912,1129,309,5,1422.76
32517,1551,941,926,90,222,1,4053.71
32518,1439,1971,1168,821,1088,2,1905.13
32519,491,1730,1315,839,314,4,2814.56
32520,1813,1618,214,1010,723,8,735.25
32521,1405,120,1037,627,1314,5,4101.34
32522,720,1437,1091,376,1175,4,2530.77
32523,961,1780,1438,607,14,4,1116.58
32524,1258,213,485,589,328,7,2489.37
32525,1150,30,775,215,1224,7,761.31
32526,1693,587,286,612,384,3,896.53
32527,1109,633,1426,451,342,2,2110.94
32528,1473,610,10,1107,57,6,2630.86
32529,1698,287,280,565,1230,2,2056.45
32530,265,910,1363,701,1318,5,3448.04
32531,787,735,474,1007,1047,1,4023.19
32532,683,722,1350,556,570,3,4481.88
32533,567,311,128,104,1494,9,480.18
32534,1417,500,1246,1139,869,6,2941.65
32535,1634,645,1487,889,465,4,3412.14
32536,877,414,1472,111,1019,10,2214.61
32537,1797,1521,918,774,864,2,4779.83
32538,801,674,24,336,1080,3,2828.68
32539,1184,745,219,835,676,9,828.88
32540,704,1711,974,1004,1342,10,590.05
32541,836,697,1586,388,973,3,3652.28
32542,1542,992,1035,439,1091,6,4756.01
32543,1094,1823,1784,54,753,3,1191.04
32544,596,1563,1271,278,231,10,2299.01
32545,1638,1425,1258,238,666,10,4754.82
32546,1702,790,1084,120,1298,8,3175.62
32547,441,1333,968,1158,997,3,4299.15
32548,1426,1767,230,72,595,9,4753.92
32549,1404,1682,158,707,1213,4,2183.81
32550,717,247,1258,803,830,10,859.29
32551,893,1665,757,107,241,2,3877.29
32552,1409,1603,627,1175,225,5,317.84
32553,33,252,1309,1197,1139,2,3611.38
32554,512,1071,489,1119,1242,8,3692.8
32555,1698,701,781,336,1498,5,1608.59
32556,593,1178,637,820,1171,6,1772.41
32557,1715,1376,1648,796,422,9,3294.1
32558,1284,319,1734,789,1222,4,2553.15
32559,967,708,1707,898,1053,10,1517.51
32560,492,382,994,920,1267,9,3745.23
32561,1601,1860,90,1158,403,6,3186.51
32562,1460,676,405,823,78,8,3766.85
32563,372,1661,1375,1073,1236,1,1606.71
32564,1454,1493,622,248,1081,6,3100.71
32565,983,1432,659,44,126,10,211.77
32566,552,1146,1087,693,709,7,4881.12
32567,1348,1503,1305,195,718,9,3711.02
32568,948,861,277,872,956,1,779.06
32569,411,1976,1585,1196,24,1,2163.13
32570,247,1252,1372,418,1262,1,3213.45
32571,792,1678,211,458,204,5,1379.18
32572,825,228,528,834,1299,9,4647.84
32573,1719,492,787,457,197,7,4680.26
32574,198,551,1004,258,190,4,2677.22
32575,1232,263,239,538,1363,4,2707.8
32576,79,182,962,716,480,1,2356.7
32577,35,1781,1141,47,322,1,131.01
32578,1589,1171,672,637,1068,10,3929.39
32579,1741,1387,21,1034,574,5,615.64
32580,1801,522,884,362,6,2,3114.07
32581,1073,1708,487,332,639,1,1259.75
32582,639,314,1674,1049,32,9,138.35
32583,1399,304,174,773,977,3,2573.35
32584,375,631,1471,193,1097,4,1448.7
32585,1334,1665,713,238,838,8,628.94
32586,987,1164,814,594,680,2,4362.37
32587,236,1014,512,829,51,10,879.43
32588,1249,483,168,554,1191,3,2740.6
32589,1776,347,552,798,27,6,4441.56
32590,270,43,791,1147,3,8,1031.42
32591,456,1468,1649,458,799,4,2863.09
32592,1639,890,496,1015,1443,10,4157.73
32593,1159,379,564,1027,941,7,2498.87
32594,1241,1222,701,448,1037,9,679.16
32595,1195,753,1544,84,523,9,2204.85
32596,264,710,1294,692,859,9,3979.96
32597,1144,1230,306,828,359,3,2710.26
32598,16,1320,1530,370,812,3,3088.85
32599,172,1635,660,1166,593,2,2468.53
32600,176,667,1538,843,23,10,1193.96
32601,858,1552,925,686,1383,7,1501.49
32602,5,1176,1117,868,174,1,4648.35
32603,603,1419,1692,471,1138,6,2465.07
32604,1027,359,1483,1139,555,7,73.34
32605,1171,1140,1361,554,703,7,3907.41
32606,142,1300,1396,180,494,5,4295.5
32607,1228,1046,438,139,482,10,1352.78
32608,704,1597,1678,1004,1133,2,2675.68
32609,1089,1804,235,62,54,3,3837.63
32610,267,1723,256,153,1450,1,895.58
32611,350,278,117,494,1289,5,918.97
32612,1776,1563,489,478,703,6,1476.04
32613,10,1943,1176,995,759,2,3651.58
32614,1040,581,1513,779,64,5,2076.86
32615,699,420,154,662,1053,1,4755.92
32616,1559,1995,269,973,1370,3,808.76
32617,478,1997,822,681,828,2,1186.63
32618,586,536,1345,1140,955,9,4441.05
32619,886,1970,1191,844,784,10,1965.72
32620,52,967,1478,395,522,4,1344.99
32621,836,1722,1302,735,989,8,3179.58
32622,1734,801,666,1133,312,2,414.05
32623,638,636,803,1082,1035,5,2400.02
32624,1263,1746,106,242,1104,8,934.45
32625,1288,1,112,738,1399,9,1146.36
32626,327,206,270,327,1231,10,1871.22
32627,1594,1408,605,321,1185,3,4751.03
32628,1294,713,1432,488,1009,3,1485.73
32629,1004,581,1586,915,1001,10,59.08
32630,771,1407,278,61,949,6,2196.52
32631,202,101,660,743,1000,9,1108.86
32632,714,665,374,847,1425,3,3824.45
32633,1197,1560,1182,974,1390,6,3602.06
32634,689,1971,1561,516,534,3,1122.53
32635,772,848,1429,204,369,5,627.95
32636,764,1064,1396,739,741,7,745.6
32637,576,680,418,984,1137,2,3278.0
32638,433,1619,862,613,411,1,266.89
32639,1556,1815,590,137,693,2,4552.21
32640,1765,1366,1603,821,1191,6,3342.97
32641,1531,292,353,393,1360,7,728.41
32642,721,1089,1075,250,1159,6,4184.53
32643,89,171,192,898,197,4,2505.41
32644,1617,708,1616,823,960,5,4247.03
32645,1733,13,940,1188,41,6,1768.4
32646,1186,1496,847,1169,937,5,1172.16
32647,341,505,82,140,417,1,3078.23
32648,1296,329,1465,201,366,5,4568.77
32649,1357,1599,181,436,756,4,1978.78
32650,1415,949,246,154,820,6,2036.79
32651,1453,244,925,1034,471,9,3079.85
32652,637,1149,806,57,704,6,2673.07
32653,11,134,495,917,1499,10,4291.32
32654,552,688,858,460,213,5,1196.08
32655,915,1602,1031,79,297,10,625.85
32656,27,1116,995,841,106,8,3460.09
32657,551,1387,841,178,28,1,1870.31
32658,758,402,1740,710,973,8,2328.3
32659,986,393,1369,355,124,4,1588.57
32660,267,39,613,143,250,9,1916.99
32661,695,1879,696,270,433,7,4575.69
32662,1565,1570,682,899,1410,3,1659.68
32663,1063,1737,1086,264,676,10,4442.46
32664,1027,1509,572,1009,1216,4,4449.05
32665,1053,1300,29,219,272,7,2950.92
32666,1466,416,249,815,479,7,3425.97
32667,1,1683,132,575,1294,6,471.98
32668,822,775,265,482,482,10,2907.82
32669,276,1118,1203,192,643,6,1660.86
32670,895,1827,1788,768,131,8,945.24
32671,671,1487,188,266,109,9,4915.34
32672,919,673,325,712,1231,9,2230.51
32673,1766,1011,409,1023,549,3,335.33
32674,435,161,866,819,229,9,3593.88
32675,775,29,1538,749,738,10,3192.17
32676,1252,995,842,773,985,10,452.24
32677,1500,546,1302,441,1043,8,3224.06
32678,813,1969,1452,535,1020,6,3150.39
32679,1114,233,616,531,352,5,4488.19
32680,370,1760,1500,17,760,6,3293.58
32681,979,404,751,927,1055,9,3859.29
32682,1039,1748,1431,344,280,2,3853.99
32683,497,1773,1439,704,1403,7,4284.3
32684,1224,1693,1767,1166,467,3,4078.45
32685,939,578,436,1101,841,4,4578.49
32686,371,1905,1196,682,1018,1,401.26
32687,1478,100,666,102,1324,9,502.52
32688,956,1550,1016,337,381,10,3894.95
32689,1431,485,1172,797,192,7,2729.93
32690,1399,1017,848,410,1182,3,4284.41
32691,355,1790,133,497,1015,4,4051.67
32692,338,1362,353,277,1234,10,2277.0
32693,152,931,1101,387,168,3,449.24
32694,769,1455,1446,614,1357,5,808.77
32695,1339,1114,136,746,90,2,927.77
32696,599,214,76,1020,1031,9,2968.53
32697,619,1582,288,412,1380,3,2891.49
32698,786,25,795,52,600,9,3164.61
32699,933,980,1170,358,501,1,1384.88
32700,732,1055,1698,702,1046,1,3193.76
32701,1545,154,1192,84,287,3,206.52
32702,1638,356,1545,803,1387,9,3756.61
32703,1324,28,1023,6,891,6,2240.97
32704,656,1635,575,656,117,10,2012.81
32705,1589,504,1433,751,376,10,1768.28
32706,1138,602,376,488,962,3,3984.24
32707,1008,1128,1200,142,8,10,2938.24
32708,1254,365,1272,787,1273,10,1487.95
32709,1272,1256,1244,41,281,1,3338.76
32710,1754,1701,462,1115,1294,5,1621.05
32711,590,151,1058,202,220,3,515.52
32712,496,1863,12,1146,1089,8,3276.04
32713,1456,1422,112,462,1266,3,1391.59
32714,1186,957,83,813,1322,5,90.97
32715,411,975,1410,76,210,9,255.97
32716,851,801,759,9,322,8,3042.73
32717,1765,598,784,279,634,7,2617.27
32718,504,1476,605,1024,407,5,811.65
32719,1708,1485,91,987,548,9,3802.86
32720,786,643,1552,719,193,9,653.29
32721,978,350,1555,909,317,3,1651.12
32722,59,326,1521,1095,1092,7,4789.85
32723,167,687,83,87,1248,5,3319.58
32724,1238,870,803,1013,610,10,414.49
32725,500,366,1409,973,397,8,2860.89
32726,561,862,949,400,770,2,1445.89
32727,574,1691,326,656,85,6,3832.0
32728,761,1362,552,115,1213,3,1350.89
32729,533,988,870,28,274,7,1950.75
32730,1515,1584,1037,464,147,6,4695.27
32731,1595,632,1574,713,631,6,4773.6
32732,51,1408,1773,833,452,5,3333.35
32733,1478,479,223,725,1488,3,3057.16
32734,34,70,609,1041,527,2,3990.81
32735,733,1281,508,87,1344,2,2457.43
32736,449,631,1616,679,934,9,2740.56
32737,881,13,1615,481,1241,2,3393.25
32738,1638,961,499,463,1370,5,1538.5
32739,1519,1781,367,1177,806,4,4029.41
32740,1546,1129,401,334,697,4,3761.08
32741,812,19,1352,479,1141,4,1850.77
32742,1228,206,1273,384,1226,5,2443.01
32743,987,330,997,1030,348,5,554.04
32744,1604,1700,373,98,1073,9,2602.01
32745,804,1677,1704,1035,819,8,429.2
32746,1166,135,139,91,1492,9,3720.22
32747,776,1245,1118,977,321,8,4041.21
32748,208,474,1450,188,982,2,78.93
32749,1661,588,184,928,1218,2,3649.24
32750,1375,1021,1675,913,1452,3,1196.57
32751,449,682,688,619,615,7,2889.95
32752,269,770,634,814,218,10,3510.65
32753,1627,1664,1393,691,1233,10,1962.37
32754,305,961,1321,396,649,7,4124.72
32755,726,214,1351,606,319,8,4231.42
32756,405,1145,1265,131,1477,6,1262.33
32757,1026,255,1112,411,884,7,2118.59
32758,946,1770,984,555,705,2,4369.12
32759,74,1289,867,1138,736,3,2604.49
32760,695,826,1507,1086,1057,5,3915.36
32761,418,1507,1218,966,385,3,3702.18
32762,1227,1956,1450,278,1435,10,3598.58
32763,290,4,1288,1075,718,5,2191.92
32764,205,1570,1651,196,1360,7,2634.77
32765,1433,560,607,102,311,7,4097.24
32766,1638,1740,366,743,900,8,4158.6
32767,1711,1318,437,1186,1472,7,1125.45
32768,896,1637,1401,830,1076,1,3514.23
32769,229,717,166,743,221,7,2656.17
32770,1602,201,1610,1184,1494,10,3588.18
32771,993,1536,1429,442,1137,7,4255.17
32772,53,224,481,768,57,5,2294.75
32773,671,143,1378,961,36,1,763.46
32774,113,1141,1786,1018,319,4,3440.91
32775,1282,590,1668,195,542,8,4338.17
32776,101,1296,1693,1150,72,4,3959.13
32777,1764,142,1504,1040,465,10,2794.38
32778,1242,760,1289,880,432,6,4138.19
32779,483,897,268,204,1296,9,3860.53
32780,1341,1830,740,563,794,6,4892.73
32781,1599,1505,418,722,975,1,1701.55
32782,1803,1734,1416,1119,880,5,2807.77
32783,572,1564,16,163,1489,8,3180.2
32784,740,752,1548,612,176,1,4145.57
32785,1312,574,913,786,411,3,2771.78
32786,1151,603,1226,437,875,2,159.06
32787,1206,737,432,482,476,9,1660.07
32788,322,567,861,1116,642,4,2069.74
32789,225,325,394,1046,867,6,1105.22
32790,871,374,767,164,1394,6,102.0
32791,853,1785,1073,468,62,10,2409.47
32792,166,318,53,1,1293,4,4032.21
32793,1431,670,217,957,1169,7,3607.67
32794,1032,1882,421,93,113,8,243.77
32795,917,1930,1157,352,579,6,4102.64
32796,583,901,300,257,1265,6,747.24
32797,944,698,65,677,1213,7,3068.7
32798,991,1152,1206,584,414,10,197.95
32799,1721,1351,773,428,1480,10,50.99
32800,221,1096,1327,926,816,5,2473.36
32801,750,1053,1084,962,1350,8,3829.57
32802,209,1471,912,285,522,6,962.53
32803,337,1245,848,63,330,8,1516.27
32804,1658,529,980,1121,231,1,2130.97
32805,378,1909,1347,28,1216,4,4530.75
32806,1644,1291,1155,217,195,8,138.0
32807,1330,1385,1369,908,164,9,4669.46
32808,1590,462,323,1136,839,4,3756.38
32809,1558,1254,318,1057,220,1,538.83
32810,502,1536,1643,43,1384,10,3038.28
32811,1445,625,1246,691,1327,2,2481.01
32812,248,1174,140,470,505,8,1980.21
32813,699,241,419,746,545,3,3228.24
32814,341,38,591,74,1339,6,616.35
32815,720,979,298,401,1298,5,3801.36
32816,360,1105,1536,14,806,8,4566.88
32817,125,439,622,870,575,9,3167.75
32818,1642,685,1656,899,404,2,4963.05
32819,1600,678,1318,326,1345,3,2440.22
32820,1229,1477,1659,587,530,5,1981.23
32821,509,1345,1263,273,1117,5,1916.27
32822,1574,256,304,294,457,7,3092.41
32823,1113,428,1224,1079,481,8,2421.56
32824,1297,376,129,360,364,7,932.23
32825,1520,702,362,462,486,7,1434.27
32826,683,495,1686,842,258,5,756.97
32827,446,763,57,263,1496,9,1725.66
32828,1161,1187,1276,213,584,10,3360.18
32829,902,691,505,949,919,1,4139.85
32830,1411,1579,1199,68,427,3,400.67
32831,1104,778,528,1096,710,7,1172.6
32832,1741,1433,1325,120,87,7,4440.02
32833,1277,1361,727,96,962,3,3671.49
32834,406,343,156,555,494,6,1292.49
32835,489,368,100,90,1033,10,1163.68
32836,1514,244,266,1127,87,4,787.31
32837,1464,1887,7,869,507,4,1194.61
32838,251,706,227,996,1485,5,1281.88
32839,9,32,1676,1062,361,10,961.84
32840,1140,1607,1553,1197,590,4,418.62
32841,738,1319,840,340,776,6,2612.76
32842,997,92,1575,1034,141,9,183.03
32843,1456,202,1514,573,690,7,4700.24
32844,630,57,1020,970,833,3,4825.4
32845,1473,656,130,778,106,7,3501.74
32846,1467,287,1590,1078,1079,4,4039.19
32847,1811,1499,1800,102,1156,4,439.31
32848,1272,1082,407,295,504,8,2410.39
32849,236,845,41,599,884,3,1077.79
32850,453,342,1041,1140,628,1,1928.62
32851,379,1253,1554,796,604,1,1556.49
32852,1412,1654,334,1164,305,9,494.1
32853,444,902,1184,566,519,2,3038.12
32854,729,865,1668,611,977,5,4693.4
32855,36,1487,1568,778,6,5,300.96
32856,634,16,781,1033,743,3,4066.55
32857,1495,1902,229,267,1031,8,708.41
32858,1062,313,335,660,486,4,4727.15
32859,124,1564,103,938,990,9,1601.6
32860,1542,21,750,756,174,4,3931.32
32861,109,1832,451,1113,16,3,2792.75
32862,1007,207,558,20,608,6,3357.09
32863,422,1774,1201,344,1185,2,3340.34
32864,971,35,984,687,636,2,4583.61
32865,1431,1554,546,1063,1146,8,669.32
32866,365,1007,1620,1139,177,4,4970.22
32867,497,879,1573,191,1405,10,88.8
32868,412,502,1617,664,309,4,1016.48
32869,635,1589,1343,462,268,3,720.58
32870,62,907,1117,262,41,4,959.8
32871,1512,1145,710,243,1291,1,3975.82
32872,973,1016,620,955,692,7,3210.98
32873,1455,320,1463,921,1481,6,3034.03
32874,1409,521,69,342,1262,1,1756.81
32875,1726,366,1361,528,176,4,2679.5
32876,1500,881,1239,829,329,7,4946.73
32877,1292,1676,1715,92,1378,6,116.3
32878,1008,1903,413,1148,1274,2,86.18
32879,1217,1347,1235,1200,1245,1,4196.93
32880,177,984,1599,1162,509,7,958.46
32881,754,1686,1738,852,508,6,1453.53
32882,1327,878,1489,855,1360,1,3377.23
32883,469,1953,807,1164,59,9,4079.39
32884,1408,1303,1533,566,64,10,705.2
32885,890,755,9,1087,1012,10,1181.57
32886,732,1745,947,900,880,2,1929.35
32887,1182,874,721,221,424,4,3980.34
32888,912,946,1504,124,1354,3,2989.13
32889,1704,1897,821,951,1292,5,1538.83
32890,1606,1503,218,316,332,4,264.95
32891,1204,894,1307,878,845,9,1781.93
32892,460,1840,1160,861,912,7,2556.5
32893,1778,180,289,162,1169,4,3968.03
32894,1509,839,1651,28,549,5,4073.65
32895,634,993,448,864,499,6,2461.35
32896,260,1919,795,341,1012,1,3077.47
32897,874,1158,769,465,591,8,4826.93
32898,1474,804,185,381,376,7,3594.61
32899,584,439,926,393,1180,9,2994.33
32900,22,350,1468,486,815,8,2022.39
32901,1307,1718,812,1113,1380,4,780.1
32902,1270,224,1057,749,331,8,4186.42
32903,424,1839,1222,394,103,9,2611.1
32904,718,1602,976,360,550,5,3359.69
32905,252,844,1717,34,627,2,4352.19
32906,1448,87,1260,559,896,2,54.2
32907,1252,1328,909,420,732,7,798.73
32908,747,736,1039,483,1204,4,4785.9
32909,1275,726,1121,301,1086,8,3174.34
32910,803,1174,933,304,1119,2,1846.05
32911,301,66,807,875,586,6,2593.48
32912,401,1342,1535,1199,39,9,1020.69
32913,669,474,211,1054,512,8,729.59
32914,744,1817,1553,107,219,9,305.63
32915,207,907,710,113,156,8,362.19
32916,729,655,667,736,1234,9,3931.55
32917,669,1599,969,502,252,2,3808.56
32918,1657,1051,638,428,986,10,4404.15
32919,51,1339,293,448,1053,7,2653.44
32920,206,17,56,361,511,4,3884.65
32921,750,300,360,798,755,2,4094.5
32922,449,1972,981,519,121,2,4380.41
32923,1444,856,361,4,479,6,62.45
32924,1652,340,1528,914,504,4,2452.67
32925,1362,1292,190,381,628,8,2432.63
32926,481,512,854,854,1220,1,2299.81
32927,1204,1420,1139,308,1218,6,2093.03
32928,1461,991,1073,1175,472,8,2771.51
32929,53,667,1480,57,1085,2,1255.69
32930,1152,1761,1798,186,1084,6,4113.76
32931,680,357,864,1125,1082,4,768.51
32932,263,1773,1480,662,724,3,3942.44
32933,1443,98,1498,637,491,5,2352.29
32934,299,1378,212,428,1410,7,1618.04
32935,1770,852,737,182,1417,5,2003.45
32936,1703,1093,63,650,189,8,1059.47
32937,1476,1005,946,205,248,2,52.81
32938,1430,1105,1673,946,744,1,2289.5
32939,335,1789,1262,928,538,3,2061.69
32940,1148,850,1375,314,178,7,1779.88
32941,869,1211,1324,1096,232,7,1096.1
32942,1460,230,1509,327,1221,8,2240.83
32943,1042,673,204,626,890,4,1140.2
32944,1319,1391,298,149,216,4,4582.69
32945,1495,202,249,801,947,9,1162.69
32946,539,904,143,173,784,9,4427.39
32947,1483,1814,1170,513,285,6,4138.18
32948,931,1227,109,77,1001,9,2038.84
32949,22,1619,962,346,876,9,1264.56
32950,1722,792,1756,697,1382,2,1119.34
32951,1688,759,762,53,491,8,3069.28
32952,550,1208,1175,209,1174,8,152.53
32953,1799,1182,725,160,483,1,2162.26
32954,1643,1242,600,203,627,8,4678.86
32955,940,1280,967,1093,4,9,1629.64
32956,1340,1744,777,929,325,4,4041.28
32957,1045,956,742,109,805,8,4039.38
32958,1342,178,419,925,524,8,2855.24
32959,1411,1890,561,537,824,3,2038.96
32960,408,552,148,710,201,4,4377.12
32961,1097,585,626,562,1425,10,3022.18
32962,159,1511,760,724,238,6,4343.0
32963,1584,1131,1392,681,434,10,4168.39
32964,734,1226,1417,1018,886,9,1067.48
32965,258,1321,844,232,996,10,2478.19
32966,282,1275,1673,1060,1487,9,4675.34
32967,460,528,324,267,82,6,278.51
32968,1515,1341,1105,425,1016,3,4822.93
32969,1763,867,460,110,283,4,4640.02
32970,1175,1831,400,616,158,5,4352.41
32971,1083,1827,1121,262,1203,9,3687.25
32972,1273,1192,453,687,794,7,3782.34
32973,510,1244,604,229,965,5,4057.02
32974,485,1406,614,62,251,3,1623.89
32975,1742,1669,713,1078,127,9,4741.88
32976,1319,847,1594,563,965,1,713.48
32977,1222,1456,1196,534,12,9,2808.29
32978,44,253,56,1086,1004,1,4075.83
32979,1307,576,616,667,527,1,2977.38
32980,413,724,1041,305,1228,1,4056.17
32981,709,791,343,867,1345,4,2139.01
32982,1812,211,1019,63,1396,5,1372.34
32983,685,1227,1019,144,574,1,1718.51
32984,281,187,859,471,557,7,2196.82
32985,1532,1282,1783,559,1365,9,2511.21
32986,179,125,274,640,360,2,288.99
32987,102,1432,391,33,250,6,4872.84
32988,1680,1805,646,33,633,8,1639.29
32989,965,1647,566,470,929,8,2453.58
32990,530,1167,647,646,1237,6,2075.39
32991,1497,1882,52,713,838,10,3524.08
32992,1507,412,603,992,1091,8,1789.1
32993,1412,1618,1139,954,645,1,3422.69
32994,1316,1336,603,1094,172,10,423.01
32995,1658,864,210,725,886,2,3636.3
32996,874,740,380,745,559,6,1116.94
32997,1412,1109,120,1080,958,4,4541.0
32998,1498,1907,1005,1016,745,4,3823.32
32999,1085,1859,781,231,1102,4,956.26
33000,634,643,621,1023,433,6,3598.51
33001,1530,1477,989,1092,236,4,4649.73
33002,736,172,375,57,546,3,2140.65
33003,1308,866,589,211,943,7,4817.84
33004,829,876,399,352,182,6,4234.13
33005,700,1682,374,820,353,10,3482.15
33006,133,1723,1342,396,635,2,1032.25
33007,1390,1383,159,733,1178,10,4271.85
33008,692,392,369,564,1426,9,3775.92
33009,728,1278,695,529,263,3,3424.47
33010,869,190,303,956,1168,6,646.98
33011,869,45,626,421,733,7,2422.65
33012,746,1812,1770,1128,245,2,3620.91
33013,395,554,950,95,245,1,1239.16
33014,993,810,91,40,1439,1,1197.39
